0,0
1584.6468895145013,0
3354.6468895145013,1115.355588319764
3811.0002189561437,1115.355588319764
5581.000218956144,1115.355588319764
7351.000218956144,1115.355588319764
9121.000218956144,1115.355588319764
10891.000218956144,1115.355588319764
12661.000218956144,1374.6069472082522
14431.000218956144,2567.106947208252
16189.399095360639,1382.4229584442073
17959.39909536064,2574.9229584442073
18617.51769737727,2574.9229584442073
20387.51769737727,2574.9229584442073
22157.51769737727,2574.9229584442073
23927.51769737727,2574.9229584442073
25697.51769737727,3390.5618674029897
27467.51769737727,2198.0618674029897
25826.78736029862,1092.654564032203
27566.95589962446,-79.74712136105529
27558.335959812823,-267.7861610535277
27558.335959812823,-622.2079708171095
27558.335959812823,-1814.7079708171095
27558.335959812823,-3007.2079708171095
27558.335959812823,-4199.7079708171095
27558.335959812823,-5392.2079708171095
28698.718816652206,-6584.7079708171095
28422.646510096907,-6965.277013682216
28422.646510096907,-8157.777013682216
27557.354747750054,-9350.277013682216
27913.371248796444,-9350.277013682216
29683.371248796444,-9350.277013682216
31453.371248796444,-9350.277013682216
33223.371248796444,-9350.277013682216
34993.371248796444,-9350.277013682216
36763.371248796444,-9663.651864774762
38533.371248796444,-10856.151864774762
39124.90412999225,-13241.151864774762
40303.371248796444,-14037.499799788427
40719.999026059755,-15229.999799788427
42489.999026059755,-16422.499799788427
44259.999026059755,-17614.999799788427
46029.999026059755,-18807.499799788427
47799.999026059755,-19999.999799788427
