0,0
-1771.5,0
-3543,-966.034407521689
-3543,-2155.534407521689
-3543,-3345.034407521689
-3543,-4534.534407521689
-3543,-5724.034407521689
-3543,-6913.534407521689
-3543,-8103.034407521689
-3543,-9292.534407521689
-3543,-10482.034407521689
-3543,-11671.534407521689
-3543,-12861.034407521689
-3543,-14050.534407521689
-3543,-15240.034407521689
-3543,-16429.53440752169
-4346.9167555546355,-17619.03440752169
-3066.5864750228648,-17619.03440752169
-1295.0864750228648,-17619.03440752169
476.41352497713524,-17619.03440752169
2247.9135249771352,-17619.03440752169
4019.4135249771352,-17619.03440752169
5790.913524977135,-17619.03440752169
7562.413524977135,-17619.03440752169
9333.913524977135,-17619.03440752169
11105.413524977135,-17619.03440752169
12876.913524977135,-17619.03440752169
14648.413524977135,-17619.03440752169
16419.913524977135,-17619.03440752169
18191.413524977135,-18808.53440752169
19962.913524977135,-18808.53440752169
21734.413524977135,-18808.53440752169
23505.913524977135,-18808.53440752169
25277.413524977135,-18808.53440752169
27048.913524977135,-18808.53440752169
28820.413524977135,-18808.53440752169
30591.913524977135,-19782.059895107283
32363.413524977135,-20971.559895107283
34134.913524977135,-22161.059895107283
35906.413524977135,-23350.559895107283
37677.913524977135,-24540.059895107283
39449.413524977135,-25729.559895107283
41220.913524977135,-26919.059895107283
42992.413524977135,-28108.559895107283
44763.913524977135,-29298.059895107283
46535.413524977135,-30487.559895107283
47525.36596220717,-30487.559895107283
49296.86596220717,-30487.559895107283
51068.36596220717,-30487.559895107283
51068.36596220717,-30316.08603249102
51068.36596220717,-29126.58603249102
51068.36596220717,-27937.08603249102
51068.36596220717,-26747.58603249102
51068.36596220717,-25558.08603249102
49776.16936506768,-24368.58603249102
49776.16936506768,-23568.500158623592
49776.16936506768,-22379.000158623592
49571.500277498606,-21189.500158623592
47800.000277498606,-20000.000158623592
